text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,exit_Text.started,key_resp_EXIT.started,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,image7.started,textbox7.started,image8.started,textbox8.started,image9.started,textbox9.started,image10.started,textbox10.started,image11.started,textbox11.started,image12.started,textbox12.started,image13.started,textbox13.started,image14.started,image15.started,textbox15.started,participant,session,date,expName,psychopyVersion,frameRate,
24.052709715004312,26.050479052995797,26.050479052995797,space,7.674635795003269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,012840,001,2023-01-17_14h59.18.087,Salience_RO,2022.2.4,None,
,,,,,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,33.89688622500398,,,,,,,
